"","Survey","Stratum","Year","Season","Lat","Lon","Depth","Surftemp","Surfsalin","Bottemp","Botsalin","Abundance","Biomass"
"1","NEFSC","1050",1963,"FALL",40.883333,-72.133333,27,9.4,NA,9.3,NA,4,0
"2","NEFSC","1010",1963,"FALL",40.733333,-72.65,28,8.2,NA,8.1,NA,2,0
"3","NEFSC","1060",1963,"FALL",40.5,-70.833333,75,9.8,NA,14.4,NA,1,0.5
"4","NEFSC","1650",1967,"FALL",37.366667,-75.366667,22,17.5,NA,17.1,NA,1,0.5
"5","NEFSC","1260",1967,"FALL",42.266667,-70.316667,71,8.7,NA,8.5,NA,1,0.5
"6","NEFSC","1650",1968,"SPRING",37.05,-75.566667,20,4.9,NA,4.1,NA,6,0
"7","NEFSC","1610",1968,"SPRING",36.466667,-75.366667,29,5.6,NA,6.9,NA,7,0
"8","NEFSC","1610",1968,"SPRING",36.4,-75.383333,30,5.5,NA,6.5,NA,15,0
"9","NEFSC","1020",1971,"SPRING",39.916667,-72.25,83,5.5,NA,9.2,NA,1,0
"10","NEFSC","1280",1972,"SPRING",42.316667,-69.9,201,4.2,NA,6,NA,1,0
"11","NEFSC","3030",1972,"FALL",40.933333,-72.216667,8,12.6,NA,12.6,NA,3,0
"12","NEFSC","3070",1972,"FALL",40.7,-72.933333,15,13.1,NA,NA,NA,1,0.5
"13","NEFSC","3060",1972,"FALL",40.65,-73.166667,9,12.8,NA,12.8,NA,1,0.5
"14","NEFSC","3090",1972,"FALL",40.616667,-73.283333,9,12.6,NA,12.6,NA,2,0.5
"15","NEFSC","3090",1972,"FALL",40.6,-73.433333,10,12.6,NA,12.8,NA,2,0
"16","NEFSC","3150",1972,"FALL",39.816667,-74.083333,9,12,NA,12.6,NA,2,1.4
"17","NEFSC","3150",1972,"FALL",39.733333,-74.083333,9,11.9,NA,12,NA,1,0.5
"18","NEFSC","3180",1972,"FALL",39.316667,-74.45,8,12.3,NA,12.5,NA,2,0
"19","NEFSC","3220",1972,"FALL",39.116667,-74.65,15,12.9,NA,12.6,NA,1,0
"20","NEFSC","7890",1972,"FALL",28.95,-80.816667,15,24.3,NA,24.3,NA,1,0
"21","NEFSC","7860",1972,"FALL",29.55,-81.15,15,23.8,NA,23.6,NA,1,0.5
"22","NEFSC","7870",1972,"FALL",29.7,-81.166667,17,23.8,NA,23.8,NA,1,0
"23","NEFSC","7860",1972,"FALL",29.9,-81.266667,11,23.6,NA,23.8,NA,3,0.9
"24","NEFSC","7830",1972,"FALL",30,-81.3,11,23.5,NA,23.5,NA,4,0.5
"25","NEFSC","7830",1972,"FALL",30.583333,-81.4,7,22.3,NA,22.1,NA,1,0
"26","NEFSC","7740",1972,"FALL",32.316667,-80.35,7,19.5,NA,19.6,NA,1,0
"27","NEFSC","7710",1972,"FALL",32.466667,-80.25,7,19.2,NA,19.3,NA,1,0
"28","NEFSC","7500",1972,"FALL",35.133333,-75.866667,9,15.1,NA,NA,NA,2,0
"29","NEFSC","3420",1972,"FALL",35.6,-75.45,10,15.2,NA,15.5,NA,2,0
"30","NEFSC","3300",1973,"SPRING",37.85,-75.383333,9,16.8,NA,15,NA,1,0
"31","NEFSC","1020",1973,"SPRING",40.35,-72.216667,NA,0,NA,NA,NA,1,0.5
"32","NEFSC","1060",1973,"SPRING",40.383333,-72.083333,NA,0,NA,NA,NA,4,1.8
"33","NEFSC","3390",1973,"FALL",35.916667,-75.583333,9,21.5,NA,21,NA,1,0
"34","NEFSC","7770",1974,"SPRING",31.866667,-80.883333,8,17.6,NA,18.7,NA,5,0
"35","NEFSC","7620",1974,"SPRING",33.9,-78.233333,8,17.1,NA,15.9,NA,1,0
"36","NEFSC","7560",1974,"SPRING",34.65,-76.6,8,16.7,NA,15.8,NA,1,0
"37","NEFSC","3280",1974,"FALL",38.433333,-75.016667,14,19.5,NA,19.5,NA,1,0
"38","NEFSC","3280",1974,"FALL",38.183333,-75.083333,13,20.5,NA,20.7,NA,5,0.9
"39","NEFSC","3310",1974,"FALL",37.616667,-75.516667,13,19.9,NA,19.9,NA,2,0.5
"40","NEFSC","3360",1974,"FALL",36.866667,-75.966667,7,19,NA,19.5,NA,75,5.4
"41","NEFSC","3370",1974,"FALL",36.883333,-75.75,17,21.2,NA,21.3,NA,3,0.5
"42","NEFSC","3360",1974,"FALL",36.633333,-75.883333,11,19.6,NA,19,NA,3,0
"43","NEFSC","3330",1975,"FALL",37.483333,-75.6,11,17.8,NA,18,NA,1,0
"44","NEFSC","1610",1975,"FALL",35.516667,-75.133333,31,18.9,NA,18.6,NA,2,0.9
"45","NEFSC","3400",1975,"FALL",36.183333,-75.7,18,18.4,NA,18.4,NA,1,0
"46","NEFSC","3400",1975,"FALL",36.45,-75.733333,19,18,NA,18.2,NA,1,0.5
"47","NEFSC","3250",1975,"FALL",38.733333,-74.966667,21,16.1,NA,15.9,NA,1,0.5
"48","NEFSC","1130",1975,"FALL",40.766667,-67.733333,66,12.6,NA,11.5,NA,1,0.5
"49","NEFSC","1050",1976,"SPRING",40.966667,-71.216667,51,4.3,NA,5.3,NA,3,0.3
"50","NEFSC","1740",1976,"SPRING",38.55,-73.4,90,9.8,NA,10,NA,1,0.5
"51","NEFSC","3360",1976,"SPRING",36.833333,-75.933333,8,9.4,NA,9.7,NA,22,5.2
"52","NEFSC","3300",1976,"SPRING",37.533333,-75.583333,10,9.5,NA,9.5,NA,1,0
"53","NEFSC","3290",1976,"SPRING",38.35,-74.816667,18,7.2,NA,6.9,NA,1,0.1
"54","NEFSC","3100",1976,"FALL",40.583333,-73.366667,13,16.2,NA,15.5,NA,2,0.7
"55","NEFSC","3180",1976,"FALL",39.55,-74.2,10,17.5,NA,16.6,NA,1,0.2
"56","NEFSC","3210",1976,"FALL",39,-74.75,11,16.9,NA,17,NA,2,3
"57","NEFSC","3310",1976,"FALL",37.616667,-75.533333,13,19,NA,18.5,NA,5,0.5
"58","NEFSC","3270",1976,"FALL",38.133333,-75.133333,10,17.6,NA,17.5,NA,31,1.8
"59","NEFSC","3280",1976,"FALL",38.266667,-74.966667,13,18,NA,17.7,NA,2,0
"60","NEFSC","3280",1976,"FALL",38.35,-75,12,17.6,NA,17.6,NA,7,1
"61","NEFSC","3240",1976,"FALL",38.633333,-75.033333,11,16.5,NA,16.5,NA,5,0.9
"62","NEFSC","1400",1976,"FALL",43.216667,-70.25,97,9.7,NA,8.2,NA,1,1.5
"63","NEFSC","3420",1977,"FALL",35.35,-75.483333,10,23.9,NA,23,NA,1,0.2
"64","NEFSC","3390",1977,"FALL",36.3,-75.783333,10,22.1,NA,22.2,NA,7,0.5
"65","NEFSC","3360",1977,"FALL",36.85,-75.933333,7,22.2,NA,22.1,NA,2,0.3
"66","NEFSC","3330",1977,"FALL",37.483333,-75.616667,8,21.9,NA,21.9,NA,4,0.6
"67","NEFSC","3270",1977,"FALL",38.05,-75.2,8,21,NA,21.2,NA,9,1.5
"68","NEFSC","3240",1977,"FALL",38.633333,-75.05,7,19.3,NA,19.5,NA,1,0.3
"69","NEFSC","3430",1978,"SPRING",35.233333,-75.433333,17,16,NA,15.9,NA,3,0.6
"70","NEFSC","3420",1978,"SPRING",35.433333,-75.45,11,10.8,NA,10.9,NA,6,1
"71","NEFSC","3410",1978,"SPRING",36.116667,-75.483333,24,6.7,NA,5.7,NA,1,0
"72","NEFSC","1610",1978,"SPRING",36.366667,-75.4,27,7.5,NA,6.7,NA,3,0.4
"73","NEFSC","3400",1978,"SPRING",36.35,-75.75,10,6.6,NA,6.6,NA,6,0.1
"74","NEFSC","1690",1978,"SPRING",37.916667,-74.75,30,6.6,NA,5.8,NA,1,0.1
"75","NEFSC","3390",1978,"FALL",36.183333,-75.733333,12,25.1,NA,18.2,NA,7,0.8
"76","NEFSC","3360",1978,"FALL",36.85,-75.95,7,25.1,NA,24.3,NA,2,0.3
"77","NEFSC","3300",1978,"FALL",37.766667,-75.5,7,22,NA,21.9,NA,1,0.3
"78","NEFSC","3270",1978,"FALL",38.25,-75.1,11,21.4,NA,20.5,NA,1,0.5
"79","NEFSC","3280",1978,"FALL",38.316667,-75.016667,15,22.4,NA,20.7,NA,1,0.5
"80","NEFSC","3190",1978,"FALL",39.516667,-74.233333,12,20.6,NA,19,NA,18,3
"81","NEFSC","7560",1979,"SPRING",34.683333,-76.783333,9,12,NA,12.1,NA,2,0.2
"82","NEFSC","7570",1979,"SPRING",34.616667,-76.666667,13,12.3,NA,12.6,NA,1,0.3
"83","NEFSC","7530",1979,"SPRING",34.983333,-76.083333,8,13.5,NA,13.9,NA,2,0.3
"84","NEFSC","7500",1979,"SPRING",35.116667,-75.916667,10,14.3,NA,14.2,NA,7,1
"85","NEFSC","7510",1979,"SPRING",35.133333,-75.833333,11,14.8,NA,13.7,NA,1,0
"86","NEFSC","3400",1979,"SPRING",36,-75.616667,17,7.1,NA,6.2,NA,1,0
"87","NEFSC","3370",1979,"SPRING",36.9,-75.933333,13,6.5,NA,5.8,NA,2,0.2
"88","NEFSC","3250",1979,"SPRING",38.683333,-75.033333,10,7.3,NA,6.6,NA,4,1.5
"89","NEFSC","3240",1979,"SPRING",33.733333,-75.05,10,7.5,NA,6.6,NA,1,0.2
"90","NEFSC","7590",1979,"FALL",34.233333,-77.75,12,25.1,NA,24.9,NA,2,0.1
"91","NEFSC","7500",1979,"FALL",35.25,-75.483333,12,22.6,NA,22.1,NA,3,0.4
"92","NEFSC","3330",1979,"FALL",37.516667,-75.583333,11,21,NA,20.8,NA,2,0.3
"93","NEFSC","3310",1979,"FALL",37.7,-75.45,13,19.6,NA,19.7,NA,6,0.4
"94","NEFSC","3310",1979,"FALL",37.783333,-75.433333,11,19.8,NA,19.9,NA,22,0.8
"95","NEFSC","3270",1979,"FALL",38,-75.233333,10,19.2,NA,19.3,NA,1,0.2
"96","NEFSC","1190",1979,"FALL",41.266667,-67.716667,39,14.8,NA,14.8,NA,1,0
"97","NEFSC","3650",1979,"FALL",42.566667,-70.616667,38,10.2,NA,8.5,NA,3,0.5
"98","NEFSC","7590",1980,"SPRING",34.616667,-77.1,13,12.2,NA,11.4,NA,3,0.3
"99","NEFSC","7610",1980,"SPRING",34.383333,-77.066667,21,11.2,NA,11.2,NA,1,0
"100","NEFSC","7630",1980,"SPRING",33.933333,-77.816667,12,10.4,NA,10.5,NA,1,0.1
"101","NEFSC","7620",1980,"SPRING",33.783333,-77.983333,12,10.8,NA,10.8,NA,6,1.2
"102","NEFSC","7620",1980,"SPRING",33.883333,-78.35,11,11,NA,10.8,NA,24,2.5
"103","NEFSC","7630",1980,"SPRING",33.733333,-78.116667,16,10.8,NA,11.4,NA,2,0.4
"104","NEFSC","7640",1980,"SPRING",33.45,-78,26,14.2,NA,14.4,NA,1,0.1
"105","NEFSC","7530",1980,"SPRING",34.666667,-76.45,12,13.2,NA,13,NA,3,0.3
"106","NEFSC","7510",1980,"SPRING",35.133333,-75.716667,18,14,NA,13.8,NA,1,0.3
"107","NEFSC","7500",1980,"SPRING",35.2,-75.55,11,13.6,NA,13.6,NA,2,0.5
"108","NEFSC","3430",1980,"SPRING",35.3,-75.416667,19,8.4,NA,10.8,NA,1,0.2
"109","NEFSC","3420",1980,"SPRING",35.5,-75.45,11,7.2,NA,7,NA,1,0
"110","NEFSC","3440",1980,"SPRING",35.6,-75.333333,32,7.2,NA,6.9,NA,5,0.5
"111","NEFSC","3430",1980,"SPRING",35.783333,-75.483333,23,7,NA,6.7,NA,2,0.4
"112","NEFSC","1610",1980,"SPRING",35.833333,-75.216667,30,7.6,NA,7.6,NA,1,0.5
"113","NEFSC","3400",1980,"SPRING",36.083333,-75.65,18,7,NA,7.1,NA,2,0.3
"114","NEFSC","3400",1980,"SPRING",36.466667,-75.783333,18,7,NA,6.6,NA,1,0.2
"115","NEFSC","3420",1980,"FALL",35.366667,-75.466667,14,23.7,NA,25.4,NA,4,0.4
"116","NEFSC","3370",1980,"FALL",36.85,-75.9,13,23.9,NA,24,NA,5,0.5
"117","NEFSC","3260",1980,"FALL",38.633333,-74.916667,18,20.4,NA,19.4,NA,6,1.1
"118","NEFSC","3240",1980,"FALL",38.683333,-75.05,11,20.6,NA,20.6,NA,1,0.1
"119","NEFSC","1610",1981,"SPRING",36.016667,-75.183333,33,5.9,NA,5.9,NA,21,1.3
"120","NEFSC","7500",1981,"SPRING",35.183333,-75.516667,10,10,NA,11.7,NA,42,0.4
"121","NEFSC","7510",1981,"SPRING",35.116667,-75.833333,18,11.5,NA,11.5,NA,2,0.2
"122","NEFSC","7540",1981,"SPRING",35.033333,-75.966667,19,10.9,NA,11.6,NA,1,0.2
"123","NEFSC","7530",1981,"SPRING",35.016667,-76.033333,12,9.1,NA,10.4,NA,25,3
"124","NEFSC","7530",1981,"SPRING",34.983333,-76.1,13,10.3,NA,10.3,NA,4,0.4
"125","NEFSC","8500",1981,"SPRING",34.833333,-75.966667,32,12.7,NA,13.1,NA,1,0.1
"126","NEFSC","7560",1981,"SPRING",34.616667,-76.55,10,9.8,NA,9.4,NA,18,1.7
"127","NEFSC","7590",1981,"SPRING",34.616667,-77.116667,14,9.6,NA,9.7,NA,235,13.1
"128","NEFSC","7620",1981,"SPRING",33.8,-78,11,10.8,NA,10.6,NA,15,0.5
"129","NEFSC","7620",1981,"SPRING",33.85,-78.066667,10,10.9,NA,10.7,NA,19,0.7
"130","NEFSC","7630",1981,"SPRING",33.883333,-78.133333,11,10.8,NA,10.7,NA,2615,35.7
"131","NEFSC","3430",1981,"SPRING",35.266667,-75.5,14,6.5,NA,6.5,NA,15,1
"132","NEFSC","3440",1981,"SPRING",35.366667,-75.316667,26,5.9,NA,5.6,NA,1,0.5
"133","NEFSC","3440",1981,"SPRING",35.55,-75.283333,27,5.8,NA,5.4,NA,4,0.3
"134","NEFSC","3420",1981,"SPRING",35.65,-75.45,14,6.4,NA,5.9,NA,23,0.7
"135","NEFSC","3400",1981,"SPRING",35.933333,-75.5,20,7.2,NA,5.3,NA,1,0.1
"136","NEFSC","3390",1981,"SPRING",36.2,-75.75,11,5.9,NA,5.2,NA,32,0.8
"137","NEFSC","3400",1981,"SPRING",36.4,-75.733333,20,6.4,NA,4.9,NA,1,0
"138","NEFSC","3380",1981,"SPRING",36.883333,-75.666667,22,5.4,NA,5.1,NA,4,0.3
"139","NEFSC","3360",1981,"SPRING",36.85,-75.933333,10,6.9,NA,6.3,NA,2,0.1
"140","NEFSC","7500",1981,"FALL",35.216667,-75.583333,12,24.9,NA,24.9,NA,8,1
"141","NEFSC","7510",1981,"FALL",35.15,-75.75,16,25.2,NA,25.1,NA,2,0.4
"142","NEFSC","3420",1981,"FALL",35.416667,-75.466667,12,22.1,NA,22.3,NA,19,2.5
"143","NEFSC","1610",1981,"FALL",35.516667,-75.166667,34,24.2,NA,24.1,NA,2,0.2
"144","NEFSC","3290",1981,"FALL",38.15,-74.916667,18,20.4,NA,20,NA,1,0.4
"145","NEFSC","3270",1981,"FALL",38.333333,-75.016667,12,20.3,NA,20,NA,19,1.2
"146","NEFSC","3250",1981,"FALL",38.55,-74.983333,16,19.7,NA,19.8,NA,1,0.4
"147","NEFSC","3160",1981,"FALL",39.816667,-74.033333,17,16.7,NA,16.7,NA,1,0
"148","NEFSC","3450",1981,"FALL",41.4,-71.416667,31,13.5,NA,12.2,NA,2,0.8
"149","NEFSC","1380",1981,"FALL",43.483333,-69.566667,128,10,NA,5.7,NA,NA,0.5
"150","NEFSC","7620",1982,"SPRING",33.766667,-77.983333,13,13,NA,11.3,NA,1,0
"151","NEFSC","7600",1982,"SPRING",34.516667,-77.25,14,12.2,NA,10.7,NA,142,19.7
"152","NEFSC","7590",1982,"SPRING",34.616667,-77.083333,14,12.8,NA,12.2,NA,609,13.4
"153","NEFSC","7570",1982,"SPRING",34.633333,-76.733333,14,NA,NA,NA,NA,2,0.1
"154","NEFSC","7570",1982,"SPRING",34.583333,-76.583333,17,NA,NA,NA,NA,10,3.4
"155","NEFSC","7500",1982,"SPRING",35.233333,-75.483333,14,10.2,NA,13.1,NA,250,5.3
"156","NEFSC","3440",1982,"SPRING",35.75,-75.4,29,6.6,NA,5.1,NA,15,0.3
"157","NEFSC","1610",1982,"SPRING",36.15,-75.3,37,6.4,NA,5.6,NA,9,0.5
"158","NEFSC","3340",1982,"FALL",37.233333,-75.683333,23,22.1,NA,21.8,NA,3,0.3
"159","NEFSC","3340",1982,"FALL",37.3,-75.666667,21,22.3,NA,22.2,NA,2,0.3
"160","NEFSC","3290",1982,"FALL",38.166667,-74.933333,18,20.4,NA,20.2,NA,1,0.3
"161","NEFSC","3280",1982,"FALL",38.1,-75.116667,22,19.8,NA,19.5,NA,11,2.4
"162","NEFSC","3280",1982,"FALL",38.4,-75,12,20,NA,19.7,NA,2,0.2
"163","NEFSC","3250",1982,"FALL",38.6,-75,10,20.2,NA,19.7,NA,1,0
"164","NEFSC","3190",1982,"FALL",39.466667,-74.233333,13,20.1,NA,19.6,NA,1,0.1
"165","NEFSC","7570",1983,"SPRING",34.533333,-76.55,17,13.3,NA,15.5,NA,5,0.3
"166","NEFSC","7510",1983,"SPRING",35.183333,-75.633333,14,11,NA,11.8,NA,2,0.2
"167","NEFSC","3430",1983,"SPRING",35.316667,-75.383333,22,8.5,NA,6.8,NA,3,0.2
"168","NEFSC","3430",1983,"SPRING",35.5,-75.366667,22,8.2,NA,6.3,NA,1,0
"169","NEFSC","3440",1983,"SPRING",35.683333,-75.366667,26,7,NA,6.5,NA,1,0.1
"170","NEFSC","3410",1983,"SPRING",35.9,-75.433333,24,7,NA,6.9,NA,1,0.1
"171","NEFSC","7540",1983,"FALL",35.05,-75.966667,15,26.2,NA,26.2,NA,1,0
"172","NEFSC","3360",1983,"FALL",36.85,-75.916667,13,23.2,NA,23.2,NA,13,0.7
"173","NEFSC","3250",1983,"FALL",38.733333,-75.016667,21,20.3,NA,20,NA,3,0.9
"174","NEFSC","1260",1983,"FALL",42.366667,-70.15,75,11.3,NA,8.1,NA,1,0.5
"175","NEFSC","7600",1984,"SPRING",34,-77.833333,14,11.1,NA,11,NA,71,2.8
"176","NEFSC","7590",1984,"SPRING",34.183333,-77.75,12,11.2,NA,11,NA,18,0.7
"177","NEFSC","7600",1984,"SPRING",34.366667,-77.383333,18,10.6,NA,12.8,NA,1,0.2
"178","NEFSC","7600",1984,"SPRING",34.5,-77.083333,18,11.1,NA,10.9,NA,3,1
"179","NEFSC","7570",1984,"SPRING",34.583333,-77,16,12.2,NA,11.1,NA,193,9.2
"180","NEFSC","7560",1984,"SPRING",34.633333,-76.95,11,11.2,NA,11,NA,14,1
"181","NEFSC","7570",1984,"SPRING",34.633333,-76.866667,17,11.4,NA,10.7,NA,16,1.2
"182","NEFSC","7560",1984,"SPRING",34.633333,-76.65,16,11.1,NA,11.1,NA,125,12.3
"183","NEFSC","7550",1984,"SPRING",34.566667,-76.3,31,13.5,NA,13.3,NA,1,0.3
"184","NEFSC","7540",1984,"SPRING",34.716667,-76.383333,16,11.8,NA,11.7,NA,2,0.1
"185","NEFSC","7530",1984,"SPRING",34.95,-76.133333,14,NA,NA,NA,NA,23,1.9
"186","NEFSC","7540",1984,"SPRING",35,-76.05,15,10.5,NA,11.6,NA,9,0.5
"187","NEFSC","7530",1984,"SPRING",35.066667,-75.933333,15,NA,NA,NA,NA,15,0.7
"188","NEFSC","7500",1984,"SPRING",35.116667,-75.85,14,11.3,NA,11.5,NA,58,4.4
"189","NEFSC","7510",1984,"SPRING",35.116667,-75.816667,17,NA,NA,NA,NA,3,0.3
"190","NEFSC","7520",1984,"SPRING",35,-75.866667,25,NA,NA,NA,NA,9,2.6
"191","NEFSC","7500",1984,"SPRING",35.2,-75.633333,15,11.5,NA,11.7,NA,4,0.6
"192","NEFSC","7510",1984,"SPRING",35.15,-75.55,16,NA,NA,NA,NA,4,0.6
"193","NEFSC","3430",1984,"SPRING",35.483333,-75.366667,22,NA,NA,NA,NA,1,0.3
"194","NEFSC","3420",1984,"SPRING",35.7,-75.466667,19,7.5,NA,6.8,NA,56,3.4
"195","NEFSC","3430",1984,"SPRING",35.783333,-75.483333,19,NA,NA,NA,NA,4,0.2
"196","NEFSC","3400",1984,"SPRING",35.933333,-75.533333,19,6.6,NA,6.4,NA,2,0.2
"197","NEFSC","3310",1984,"FALL",37.75,-75.5,13,21.1,NA,21,NA,13,0.5
"198","NEFSC","3270",1984,"FALL",38.416667,-75.016667,15,21.5,NA,20.5,NA,4,1.2
"199","NEFSC","3280",1984,"FALL",38.466667,-75.016667,15,21.5,NA,20.4,NA,1,0.1
"200","NEFSC","7570",1985,"SPRING",34.65,-76.766667,16,NA,NA,NA,NA,1,0.1
"201","NEFSC","7570",1985,"SPRING",34.633333,-76.616667,15,NA,NA,NA,NA,1,0
"202","NEFSC","3430",1985,"SPRING",35.216667,-75.45,16,NA,NA,NA,NA,6,0.8
"203","NEFSC","3370",1985,"SPRING",36.783333,-75.816667,21,NA,NA,NA,NA,2,0.2
"204","NEFSC","3370",1985,"FALL",37.116667,-75.65,16,NA,NA,NA,NA,1,0.3
"205","NEFSC","3300",1985,"FALL",37.6,-75.533333,13,22.5,NA,22.5,NA,1,0.2
"206","NEFSC","3210",1985,"FALL",39.133333,-74.666667,12,NA,NA,NA,NA,3,0.7
"207","NEFSC","3070",1985,"FALL",40.783333,-72.583333,17,NA,NA,NA,NA,1,0.4
"208","NEFSC","3040",1985,"FALL",40.816667,-72.433333,17,NA,NA,NA,NA,1,0.3
"209","NEFSC","3040",1985,"FALL",40.9,-72.2,23,NA,NA,NA,NA,2,0.7
"210","NEFSC","3660",1985,"FALL",42.75,-70.65,50,NA,NA,NA,NA,1,0.2
"211","NEFSC","3380",1986,"SPRING",36.533333,-75.7,23,NA,NA,NA,NA,4,0.1
"212","NEFSC","1650",1986,"SPRING",36.6,-75.516667,24,4.4,NA,4.7,NA,2,0
"213","NEFSC","3410",1986,"SPRING",36.416667,-75.616667,24,4.2,NA,4.7,NA,15,0.5
"214","NEFSC","3400",1986,"SPRING",36.35,-75.716667,20,NA,NA,NA,NA,67,2
"215","NEFSC","3410",1986,"SPRING",36.166667,-75.616667,24,NA,NA,NA,NA,3950,141.5
"216","NEFSC","3400",1986,"SPRING",36.166667,-75.683333,20,4,NA,3.5,NA,158,5.2
"217","NEFSC","3390",1986,"SPRING",36.1,-75.683333,10,NA,NA,NA,NA,113,2.9
"218","NEFSC","3420",1986,"SPRING",35.833333,-75.533333,14,NA,NA,NA,NA,15,1.1
"219","NEFSC","3440",1986,"SPRING",35.816667,-75.316667,32,5.8,NA,6.2,NA,3,0.8
"220","NEFSC","7510",1986,"SPRING",35.166667,-75.566667,16,6.6,NA,7,NA,15,6
"221","NEFSC","7500",1986,"SPRING",35.216667,-75.6,14,NA,NA,NA,NA,3,0.3
"222","NEFSC","1610",1986,"SPRING",36.4,-75.266667,37,6.3,NA,7.4,NA,1,0.3
"223","NEFSC","3400",1986,"FALL",36.25,-75.733333,16,NA,NA,NA,NA,1,0.1
"224","NEFSC","3390",1986,"FALL",36.316667,-75.783333,10,NA,NA,NA,NA,1,0.1
"225","NEFSC","3310",1986,"FALL",37.733333,-75.4,15,22.5,NA,21,NA,12,0.3
"226","NEFSC","3600",1986,"FALL",42.016667,-70.533333,34,NA,NA,NA,NA,4,1.7
"227","NEFSC","3650",1986,"FALL",42.766667,-70.666667,48,10.5,NA,8.9,NA,2,0.8
"228","NEFSC","8500",1987,"SPRING",35.383333,-75.2,34,9.3,NA,16.3,NA,1,0.3
"229","NEFSC","3440",1987,"SPRING",35.566667,-75.283333,27,NA,NA,5.6,NA,1,0
"230","NEFSC","3440",1987,"SPRING",35.716667,-75.316667,29,NA,NA,5.4,NA,1,0.1
"231","NEFSC","3430",1987,"SPRING",35.733333,-75.466667,24,NA,NA,5.4,NA,6,0.9
"232","NEFSC","3410",1987,"SPRING",36.25,-75.683333,25,8.2,NA,5.2,NA,49,3.4
"233","NEFSC","3400",1987,"SPRING",36.333333,-75.766667,20,NA,NA,4.8,NA,108,1.3
"234","NEFSC","3410",1987,"SPRING",36.45,-75.7,24,NA,NA,4.8,NA,13,0.5
"235","NEFSC","3370",1987,"SPRING",36.85,-75.9,15,8.5,NA,5.1,NA,10,0.5
"236","NEFSC","3370",1987,"SPRING",37.066667,-75.733333,18,8.1,NA,5.3,NA,2,0.2
"237","NEFSC","1650",1988,"SPRING",37.166667,-75.433333,28,NA,NA,NA,NA,198,56.5
"238","NEFSC","1650",1988,"SPRING",37.033333,-75.35,33,6.2,NA,6.2,NA,7,2.5
"239","NEFSC","1650",1988,"SPRING",36.916667,-74.883333,51,NA,NA,NA,NA,1,0.4
"240","NEFSC","3310",1988,"FALL",37.8,-75.45,10,20.5,NA,20.3,NA,1,0.1
"241","NEFSC","3430",1989,"SPRING",35.483333,-75.416667,17,NA,NA,NA,NA,1,0.3
"242","NEFSC","3400",1989,"SPRING",35.95,-75.6,19,NA,NA,NA,NA,1,0
"243","NEFSC","3410",1989,"SPRING",36.216667,-75.533333,28,NA,NA,NA,NA,7,0.6
"244","NEFSC","3400",1989,"SPRING",36.483333,-75.733333,19,NA,NA,NA,NA,2,0.1
"245","NEFSC","3380",1989,"SPRING",36.566667,-75.65,23,NA,NA,NA,NA,3,0.1
"246","NEFSC","1650",1989,"SPRING",36.9,-75.533333,25,6.1,NA,6.2,NA,99,2.5
"247","NEFSC","3370",1989,"SPRING",36.866667,-75.816667,16,NA,NA,NA,NA,3,0.1
"248","NEFSC","3370",1989,"SPRING",36.95,-75.933333,9,NA,NA,NA,NA,1,0.1
"249","NEFSC","3200",1989,"SPRING",39.216667,-74.316667,21,NA,NA,NA,NA,1,0
"250","NEFSC","3390",1989,"FALL",36.233333,-75.75,12,25.7,NA,25.3,NA,59,4.3
"251","NEFSC","3430",1989,"FALL",35.616667,-75.433333,17,24.7,NA,24.4,NA,1,0.2
"252","NEFSC","7500",1989,"FALL",35.133333,-75.883333,10,NA,NA,NA,NA,2,0.3
"253","NEFSC","3300",1989,"FALL",37.8,-75.466667,10,NA,NA,NA,NA,28,2.8
"254","NEFSC","3270",1989,"FALL",38.283333,-75.1,11,NA,NA,NA,NA,14,1.9
"255","NEFSC","3260",1989,"FALL",38.633333,-74.9,22,22.9,NA,22.4,NA,7,1.5
"256","NEFSC","3250",1989,"FALL",38.633333,-74.966667,16,NA,NA,NA,NA,2,0.6
"257","NEFSC","3110",1989,"FALL",40.533333,-73.416667,17,20.3,NA,20.3,NA,1,0.5
"258","NEFSC","7500",1990,"SPRING",35.216667,-75.583333,10,NA,NA,NA,NA,1,0.5
"259","NEFSC","3400",1990,"SPRING",35.966667,-75.533333,21,9.9,NA,8.3,NA,19,1
"260","NEFSC","3380",1990,"SPRING",36.95,-75.633333,19,9.8,NA,7.4,NA,3,0.2
"261","NEFSC","3350",1990,"SPRING",37.233333,-75.583333,18,NA,NA,NA,NA,2,0.2
"262","NEFSC","3350",1990,"SPRING",37.383333,-75.433333,23,9,NA,7,NA,1,0.1
"263","NEFSC","3320",1990,"SPRING",37.833333,-75.116667,20,NA,NA,NA,NA,1,0.1
"264","NEFSC","3280",1990,"SPRING",38.316667,-74.966667,19,NA,NA,NA,NA,1,0.1
"265","NEFSC","3290",1990,"SPRING",38.4,-74.816667,19,8.5,NA,6.3,NA,3,0.2
"266","NEFSC","3300",1990,"FALL",37.833333,-75.433333,10,22.1,NA,21.9,NA,11,0.5
"267","NEFSC","3320",1990,"FALL",37.866667,-75.1,17,22.2,NA,21.9,NA,1,0.1
"268","NEFSC","3250",1990,"FALL",38.533333,-75.016667,13,NA,NA,NA,NA,3,1
"269","NEFSC","3430",1991,"SPRING",35.266667,-75.483333,17,NA,NA,NA,NA,5,0.9
