"","Survey","Stratum","Year","Season","Lat","Lon","Depth","Surftemp","Surfsalin","Bottemp","Botsalin","Abundance","Biomass"
"12315","NEFSC","1280",1981,"FALL",42.233333,-69.65,241,10.8,NA,5.7,NA,0,0
"12316","NEFSC","1280",1981,"FALL",42.316667,-69.483333,238,10.9,NA,6.6,NA,0,0
"12317","NEFSC","1280",1981,"FALL",42.4,-69.3,254,11.2,NA,6.1,NA,0,0
"12318","NEFSC","1280",1981,"FALL",42.15,-69.3,193,11,NA,5.2,NA,0,0
"12319","NEFSC","1240",1981,"FALL",42.1,-69.166667,185,10.8,NA,5.2,NA,0,0
"12320","NEFSC","1240",1981,"FALL",42.25,-68.483333,172,11,NA,6.1,NA,0,0
"12321","NEFSC","1240",1981,"FALL",42.333333,-68.516667,168,10.9,NA,5,NA,0,0
"12322","NEFSC","1290",1981,"FALL",42.416667,-68.366667,210,10.8,NA,6.8,NA,0,0
"12323","NEFSC","1290",1981,"FALL",42.466667,-68.3,200,10.9,NA,6.8,NA,0,0
"12324","NEFSC","1660",1982,"SPRING",36.75,-74.75,77,6.9,NA,10.8,NA,0,0
"12325","NEFSC","1680",1982,"SPRING",36.583333,-74.716667,393,7.4,NA,8.6,NA,0,0
"12326","NEFSC","1640",1982,"SPRING",36.483333,-74.75,267,7.7,NA,11.8,NA,0,0
"12327","NEFSC","1610",1982,"SPRING",36.433333,-74.966667,33,NA,NA,NA,NA,0,0
"12328","NEFSC","1620",1982,"SPRING",36.366667,-74.883333,50,7.8,NA,7.8,NA,0,0
"12329","NEFSC","1630",1982,"SPRING",36.216667,-74.8,120,8.2,NA,11.4,NA,0,0
"12330","NEFSC","1610",1982,"SPRING",36.116667,-75.033333,40,7.7,NA,6.8,NA,0,0
"12331","NEFSC","1640",1982,"SPRING",35.95,-74.816667,250,8,NA,11,NA,0,0
"12332","NEFSC","1620",1982,"SPRING",35.866667,-74.883333,86,9,NA,10.2,NA,0,0
"12333","NEFSC","1630",1982,"SPRING",35.85,-74.866667,144,9.4,NA,10.8,NA,0,0
"12334","NEFSC","8520",1982,"SPRING",35.483333,-74.833333,115,22.6,NA,12.7,NA,0,0
"12335","NEFSC","8500",1982,"SPRING",35.483333,-75.033333,40,7.3,NA,17.8,NA,0,0
"12336","NEFSC","8500",1982,"SPRING",35.433333,-75.1,33,6.7,NA,NA,NA,0,0
"12337","NEFSC","8530",1982,"SPRING",35.283333,-75.433333,325,21.2,NA,9.2,NA,0,0
"12338","NEFSC","8510",1982,"SPRING",35.216667,-75.083333,98,21.2,NA,15.9,NA,0,0
"12339","NEFSC","7520",1982,"SPRING",35.083333,-75.383333,20,NA,NA,NA,NA,0,0
"12340","NEFSC","8510",1982,"SPRING",34.7,-75.65,96,21.5,NA,16.7,NA,0,0
"12341","NEFSC","8520",1982,"SPRING",34.55,-75.733333,180,22.1,NA,14,NA,0,0
"12342","NEFSC","8530",1982,"SPRING",34.433333,-75.8,228,22.3,NA,12.7,NA,0,0
"12343","NEFSC","8560",1982,"SPRING",34.35,-75.916667,187,22.5,NA,14.4,NA,0,0
"12344","NEFSC","8550",1982,"SPRING",34.383333,-75.966667,83,21.8,NA,17.9,NA,0,0
"12345","NEFSC","8540",1982,"SPRING",34.433333,-76,54,21.3,NA,18.4,NA,0,0
"12346","NEFSC","8540",1982,"SPRING",34.166667,-76.283333,42,20.8,NA,20.1,NA,0,0
"12347","NEFSC","8570",1982,"SPRING",33.95,-76.25,285,23.5,NA,11.9,NA,0,0
"12348","NEFSC","8570",1982,"SPRING",33.85,-76.333333,322,23.4,NA,11.5,NA,0,0
"12349","NEFSC","8570",1982,"SPRING",33.766667,-76.5,231,21.8,NA,12.1,NA,0,0
"12350","NEFSC","8550",1982,"SPRING",33.733333,-76.7,66,21.6,NA,17.6,NA,0,0
"12351","NEFSC","8540",1982,"SPRING",33.65,-76.866667,45,21,NA,17.3,NA,0,0
"12352","NEFSC","8570",1982,"SPRING",33.483333,-76.866667,191,23,NA,11.1,NA,0,0
"12353","NEFSC","8560",1982,"SPRING",33.433333,-76.983333,159,22.7,NA,12.2,NA,0,0
"12354","NEFSC","8770",1982,"SPRING",33.233333,-77.166667,207,22.4,NA,11,NA,0,0
"12355","NEFSC","8590",1982,"SPRING",33.166667,-77.45,106,21.7,NA,14.4,NA,0,0
"12356","NEFSC","8770",1982,"SPRING",32.883333,-77.4,323,22.2,NA,NA,NA,0,0
"12357","NEFSC","8770",1982,"SPRING",32.9,-77.616667,269,21.7,NA,9.3,NA,0,0
"12358","NEFSC","8770",1982,"SPRING",32.916667,-77.683333,230,21.4,NA,9.6,NA,0,0
"12359","NEFSC","8600",1982,"SPRING",33.083333,-77.716667,116,20,NA,14.7,NA,0,0
"12360","NEFSC","8580",1982,"SPRING",33.15,-77.733333,51,19.4,NA,16.7,NA,0,0
"12361","NEFSC","8600",1982,"SPRING",32.983333,-77.95,121,20.6,NA,14.5,NA,0,0
"12362","NEFSC","8600",1982,"SPRING",32.8,-78.083333,176,20.3,NA,10.7,NA,0,0
"12363","NEFSC","8590",1982,"SPRING",32.916667,-78.1,94,20,NA,15,NA,0,0
"12364","NEFSC","8580",1982,"SPRING",32.966667,-78.2,33,19.4,NA,18.9,NA,0,0
"12365","NEFSC","8580",1982,"SPRING",33.216667,-77.883333,34,18,NA,15.3,NA,0,0
"12366","NEFSC","8580",1982,"SPRING",33.35,-77.95,30,17,NA,14.3,NA,0,0
"12367","NEFSC","7640",1982,"SPRING",33.5,-78.283333,24,14.2,NA,14,NA,0,0
"12368","NEFSC","7630",1982,"SPRING",33.716667,-78.183333,17,NA,NA,12.3,NA,0,0
"12369","NEFSC","7620",1982,"SPRING",33.866667,-78.3,11,NA,NA,13.8,NA,0,0
"12370","NEFSC","7640",1982,"SPRING",33.466667,-77.666667,24,17.3,NA,16.9,NA,0,0
"12371","NEFSC","7630",1982,"SPRING",33.516667,-77.616667,13,17.4,NA,17.4,NA,0,0
"12372","NEFSC","7640",1982,"SPRING",33.633333,-77.666667,22,13.4,NA,12.9,NA,0,0
"12373","NEFSC","7630",1982,"SPRING",33.8,-77.783333,19,12.6,NA,11.2,NA,0,0
"12374","NEFSC","7640",1982,"SPRING",33.783333,-77.55,29,13.2,NA,11.8,NA,0,0
"12375","NEFSC","8580",1982,"SPRING",33.7,-77.333333,31,13.8,NA,12.4,NA,0,0
"12376","NEFSC","7610",1982,"SPRING",33.9,-77.4,28,14.4,NA,14.7,NA,0,0
"12377","NEFSC","7610",1982,"SPRING",34.1,-77.466667,22,13.6,NA,11.3,NA,0,0
"12378","NEFSC","7610",1982,"SPRING",34.216667,-77.25,26,13.3,NA,16.8,NA,0,0
"12379","NEFSC","8540",1982,"SPRING",34.1,-77.05,32,18.8,NA,16.7,NA,0,0
"12380","NEFSC","8540",1982,"SPRING",33.933333,-76.783333,40,18.5,NA,17.9,NA,0,0
"12381","NEFSC","8540",1982,"SPRING",34.166667,-76.683333,34,19.7,NA,18.8,NA,0,0
"12382","NEFSC","7580",1982,"SPRING",34.383333,-76.65,26,17.5,NA,18.2,NA,0,0
"12383","NEFSC","7580",1982,"SPRING",34.45,-76.933333,23,16,NA,16.2,NA,0,0
"12384","NEFSC","7610",1982,"SPRING",34.316667,-77.216667,22,11.7,NA,14.8,NA,0,0
"12385","NEFSC","7600",1982,"SPRING",34.35,-77.4,17,11.9,NA,10.7,NA,0,0
"12386","NEFSC","7600",1982,"SPRING",34.483333,-77.183333,17,12.3,NA,10.2,NA,0,0
"12387","NEFSC","7590",1982,"SPRING",34.55,-77.25,14,13.2,NA,10.7,NA,0,0
"12388","NEFSC","7560",1982,"SPRING",34.65,-76.616667,14,NA,NA,NA,NA,0,0
"12389","NEFSC","7560",1982,"SPRING",34.566667,-76.55,15,NA,NA,NA,NA,0,0
"12390","NEFSC","7570",1982,"SPRING",34.5,-76.55,19,NA,NA,NA,NA,0,0
"12391","NEFSC","7580",1982,"SPRING",34.316667,-76.5,29,NA,NA,NA,NA,0,0
"12392","NEFSC","7550",1982,"SPRING",34.333333,-76.283333,29,16.2,NA,19.3,NA,0,0
"12393","NEFSC","8500",1982,"SPRING",34.633333,-76.1,36,17.8,NA,19.1,NA,0,0
"12394","NEFSC","7540",1982,"SPRING",34.766667,-76.316667,20,12,NA,15.6,NA,0,0
"12395","NEFSC","7550",1982,"SPRING",34.85,-76.183333,22,NA,NA,NA,NA,0,0
"12396","NEFSC","8500",1982,"SPRING",34.85,-75.983333,30,16.5,NA,18.9,NA,0,0
"12397","NEFSC","7520",1982,"SPRING",34.95,-75.833333,26,13.9,NA,19.7,NA,0,0
"12398","NEFSC","7550",1982,"SPRING",34.916667,-76.033333,21,12.9,NA,20,NA,0,0
"12399","NEFSC","7540",1982,"SPRING",34.966667,-76.066667,17,13,NA,13.2,NA,0,0
"12400","NEFSC","7530",1982,"SPRING",34.983333,-76.1,12,12.9,NA,11.8,NA,0,0
"12401","NEFSC","7530",1982,"SPRING",35.083333,-75.95,13,13,NA,12.8,NA,0,0
"12402","NEFSC","7510",1982,"SPRING",35.066667,-75.916667,19,12.8,NA,15.5,NA,0,0
"12403","NEFSC","7500",1982,"SPRING",35.133333,-75.466667,15,13,NA,16.7,NA,0,0
"12404","NEFSC","3430",1982,"SPRING",35.216667,-75.416667,21,12.3,NA,12.4,NA,0,0
"12405","NEFSC","3430",1982,"SPRING",35.466667,-75.433333,18,8.3,NA,11.7,NA,0,0
"12406","NEFSC","3440",1982,"SPRING",35.45,-75.283333,27,8.5,NA,13.6,NA,0,0
"12407","NEFSC","3420",1982,"SPRING",35.7,-75.45,20,7,NA,5.4,NA,0,0
"12408","NEFSC","3390",1982,"SPRING",35.883333,-75.566667,17,7.2,NA,6.3,NA,0,0
"12409","NEFSC","3410",1982,"SPRING",36.033333,-75.533333,20,6.2,NA,5.9,NA,0,0
"12410","NEFSC","3400",1982,"SPRING",36.083333,-75.65,16,6.9,NA,5.8,NA,0,0
"12411","NEFSC","3410",1982,"SPRING",36.383333,-75.583333,25,7.2,NA,5.8,NA,0,0
"12412","NEFSC","3400",1982,"SPRING",36.316667,-75.733333,18,6.6,NA,5.5,NA,0,0
"12413","NEFSC","3370",1982,"SPRING",36.766667,-75.9,13,NA,NA,NA,NA,0,0
"12414","NEFSC","3380",1982,"SPRING",36.766667,-75.683333,21,5.1,NA,5,NA,0,0
"12415","NEFSC","3380",1982,"SPRING",36.883333,-75.716667,19,5,NA,4.7,NA,0,0
"12416","NEFSC","3370",1982,"SPRING",37,-75.8,15,5.1,NA,4.9,NA,0,0
"12417","NEFSC","3360",1982,"SPRING",36.933333,-75.95,10,5.3,NA,4.9,NA,0,0
"12418","NEFSC","1650",1982,"SPRING",36.933333,-75.266667,33,5.8,NA,5.2,NA,0,0
"12419","NEFSC","1670",1982,"SPRING",37.15,-74.566667,136,NA,NA,NA,NA,0,0
"12420","NEFSC","1660",1982,"SPRING",37.266667,-74.6,86,8,NA,11.2,NA,0,0
"12421","NEFSC","1650",1982,"SPRING",37.266667,-74.783333,53,NA,NA,NA,NA,0,0
"12422","NEFSC","1650",1982,"SPRING",37.433333,-74.816667,50,NA,NA,NA,NA,0,0
"12423","NEFSC","1660",1982,"SPRING",37.366667,-74.616667,77,NA,NA,NA,NA,0,0
"12424","NEFSC","1680",1982,"SPRING",37.383333,-74.466667,292,NA,NA,NA,NA,0,0
"12425","NEFSC","1670",1982,"SPRING",37.466667,-74.416667,118,NA,NA,NA,NA,0,0
"12426","NEFSC","1720",1982,"SPRING",37.566667,-74.3,315,NA,NA,NA,NA,0,0
"12427","NEFSC","1710",1982,"SPRING",37.8,-74.183333,131,NA,NA,NA,NA,0,0
"12428","NEFSC","1700",1982,"SPRING",37.8,-74.483333,59,NA,NA,NA,NA,0,0
"12429","NEFSC","1650",1982,"SPRING",37.716667,-74.8,38,NA,NA,NA,NA,0,0
"12430","NEFSC","1650",1982,"SPRING",37.483333,-75.016667,31,NA,NA,NA,NA,0,0
"12431","NEFSC","1650",1982,"SPRING",37.266667,-75.166667,25,NA,NA,NA,NA,0,0
"12432","NEFSC","1650",1982,"SPRING",37.216667,-75.466667,24,NA,NA,NA,NA,0,0
"12433","NEFSC","3350",1982,"SPRING",37.266667,-75.583333,19,NA,NA,NA,NA,0,0
"12434","NEFSC","3340",1982,"SPRING",37.25,-75.666667,14,NA,NA,NA,NA,0,0
"12435","NEFSC","3350",1982,"SPRING",37.433333,-75.383333,23,NA,NA,NA,NA,0,0
"12436","NEFSC","3340",1982,"SPRING",37.466667,-75.466667,19,NA,NA,NA,NA,0,0
"12437","NEFSC","3330",1982,"SPRING",37.483333,-75.583333,13,NA,NA,NA,NA,0,0
"12438","NEFSC","3300",1982,"SPRING",37.583333,-75.55,13,NA,NA,NA,NA,0,0
"12439","NEFSC","3320",1982,"SPRING",37.633333,-75.383333,19,NA,NA,NA,NA,0,0
"12440","NEFSC","3310",1982,"SPRING",37.716667,-75.383333,17,NA,NA,NA,NA,0,0
"12441","NEFSC","3310",1982,"SPRING",37.933333,-75.133333,18,NA,NA,NA,NA,0,0
"12442","NEFSC","3320",1982,"SPRING",37.966667,-75.033333,20,4.5,NA,3.9,NA,0,0
"12443","NEFSC","3280",1982,"SPRING",38.016667,-75.05,17,NA,NA,NA,NA,0,0
"12444","NEFSC","1690",1982,"SPRING",38.05,-74.65,37,5,NA,4.2,NA,0,0
"12445","NEFSC","1690",1982,"SPRING",38.333333,-74.65,33,4.6,NA,3.1,NA,0,0
"12446","NEFSC","3290",1982,"SPRING",38.383333,-74.816667,22,NA,NA,NA,NA,0,0
"12447","NEFSC","3290",1982,"SPRING",38.216667,-74.916667,21,4.5,NA,3.3,NA,0,0
"12448","NEFSC","3270",1982,"SPRING",38.3,-75.066667,15,NA,NA,NA,NA,0,0
"12449","NEFSC","3280",1982,"SPRING",38.483333,-74.966667,14,NA,NA,NA,NA,0,0
"12450","NEFSC","3250",1982,"SPRING",38.6,-75.016667,14,NA,NA,NA,NA,0,0
"12451","NEFSC","3260",1982,"SPRING",38.583333,-74.883333,23,5,NA,3.6,NA,0,0
"12452","NEFSC","3260",1982,"SPRING",38.816667,-74.7,22,5,NA,4.2,NA,0,0
"12453","NEFSC","3220",1982,"SPRING",38.9,-74.7,16,NA,NA,NA,NA,0,0
"12454","NEFSC","3250",1982,"SPRING",38.85,-74.8,14,NA,NA,NA,NA,0,0
"12455","NEFSC","3240",1982,"SPRING",38.916667,-74.883333,14,NA,NA,NA,NA,0,0
"12456","NEFSC","3210",1982,"SPRING",39.016667,-74.75,14,NA,NA,NA,NA,0,0
"12457","NEFSC","3220",1982,"SPRING",38.983333,-74.733333,13,NA,NA,NA,NA,0,0
"12458","NEFSC","3230",1982,"SPRING",38.966667,-74.566667,15,NA,NA,NA,NA,0,0
"12459","NEFSC","3230",1982,"SPRING",39.1,-74.433333,24,5.2,NA,4.2,NA,0,0
"12460","NEFSC","1730",1982,"SPRING",38.916667,-74.15,38,5.8,NA,4.5,NA,0,0
"12461","NEFSC","1690",1982,"SPRING",38.8,-74.116667,47,6.1,NA,4.8,NA,0,0
"12462","NEFSC","1730",1982,"SPRING",38.783333,-73.9,48,6.6,NA,5.3,NA,0,0
"12463","NEFSC","1690",1982,"SPRING",38.633333,-74.05,53,6.6,NA,5.5,NA,0,0
"12464","NEFSC","1690",1982,"SPRING",38.466667,-74.033333,58,NA,NA,NA,NA,0,0
"12465","NEFSC","1690",1982,"SPRING",38.433333,-74.116667,58,NA,NA,NA,NA,0,0
"12466","NEFSC","1700",1982,"SPRING",38.3,-74.066667,66,NA,NA,NA,NA,0,0
"12467","NEFSC","1700",1982,"SPRING",38.2,-73.983333,71,NA,NA,NA,NA,0,0
"12468","NEFSC","1700",1982,"SPRING",38.3,-73.85,80,NA,NA,NA,NA,0,0
"12469","NEFSC","1720",1982,"SPRING",38.133333,-73.866667,198,NA,NA,NA,NA,0,0
"12470","NEFSC","1710",1982,"SPRING",38.233333,-73.716667,126,NA,NA,NA,NA,0,0
"12471","NEFSC","1760",1982,"SPRING",38.5,-73.3,293,7,NA,7.8,NA,0,0
"12472","NEFSC","1750",1982,"SPRING",38.583333,-73.233333,161,7,NA,12.3,NA,0,0
"12473","NEFSC","1740",1982,"SPRING",38.883333,-73.466667,65,NA,NA,NA,NA,0,0
"12474","NEFSC","1740",1982,"SPRING",39.05,-73.266667,71,NA,NA,NA,NA,0,0
"12475","NEFSC","1750",1982,"SPRING",38.833333,-73.016667,114,NA,NA,NA,NA,0,0
"12476","NEFSC","1760",1982,"SPRING",38.933333,-72.866667,224,7.2,NA,11.3,NA,0,0
"12477","NEFSC","1740",1982,"SPRING",39.133333,-72.833333,91,5.6,NA,11.3,NA,0,0
"12478","NEFSC","1740",1982,"SPRING",39.233333,-73.2,63,NA,NA,NA,NA,0,0
"12479","NEFSC","1020",1982,"SPRING",39.4,-73,64,NA,NA,NA,NA,0,0
"12480","NEFSC","1020",1982,"SPRING",39.466667,-72.666667,86,NA,NA,NA,NA,0,0
"12481","NEFSC","1020",1982,"SPRING",39.633333,-72.583333,82,NA,NA,NA,NA,0,0
"12482","NEFSC","1030",1982,"SPRING",39.383333,-72.383333,139,NA,NA,NA,NA,0,0
"12483","NEFSC","1040",1982,"SPRING",39.516667,-72.15,218,NA,NA,NA,NA,0,0
"12484","NEFSC","1030",1982,"SPRING",39.65,-72.166667,128,NA,NA,NA,NA,0,0
"12485","NEFSC","1060",1982,"SPRING",40.466667,-70.95,84,NA,NA,NA,NA,0,0
"12486","NEFSC","1070",1982,"SPRING",40.266667,-70.8,120,NA,NA,NA,NA,0,0
"12487","NEFSC","1060",1982,"SPRING",40.383333,-71.083333,91,NA,NA,NA,NA,0,0
"12488","NEFSC","1070",1982,"SPRING",40.2,-71.083333,135,NA,NA,NA,NA,0,0
"12489","NEFSC","1080",1982,"SPRING",40.05,-70.983333,227,NA,NA,NA,NA,0,0
"12490","NEFSC","1070",1982,"SPRING",40.083333,-71.266667,133,NA,NA,NA,NA,0,0
"12491","NEFSC","1060",1982,"SPRING",40.083333,-71.383333,94,NA,NA,NA,NA,0,0
"12492","NEFSC","1060",1982,"SPRING",40.05,-71.6,93,NA,NA,NA,NA,0,0
"12493","NEFSC","1060",1982,"SPRING",40.083333,-71.85,83,NA,NA,NA,NA,0,0
"12494","NEFSC","1020",1982,"SPRING",40.083333,-71.933333,81,NA,NA,NA,NA,0,0
"12495","NEFSC","1080",1982,"SPRING",39.883333,-71.65,265,NA,NA,NA,NA,0,0
"12496","NEFSC","1040",1982,"SPRING",39.75,-71.866667,249,NA,NA,NA,NA,0,0
"12497","NEFSC","1030",1982,"SPRING",39.8,-71.966667,155,NA,NA,NA,NA,0,0
"12498","NEFSC","1040",1982,"SPRING",39.6,-71.983333,345,NA,NA,NA,NA,0,0
"12499","NEFSC","1020",1982,"SPRING",40.05,-72.483333,68,NA,NA,NA,NA,0,0
"12500","NEFSC","1010",1982,"SPRING",39.866667,-72.85,55,NA,NA,NA,NA,0,0
"12501","NEFSC","1020",1982,"SPRING",39.816667,-72.95,75,NA,NA,NA,NA,0,0
"12502","NEFSC","1010",1982,"SPRING",39.733333,-73.133333,46,NA,NA,NA,NA,0,0
"12503","NEFSC","1730",1982,"SPRING",39.216667,-73.55,44,NA,NA,NA,NA,0,0
"12504","NEFSC","1730",1982,"SPRING",39.133333,-74.083333,38,NA,NA,NA,NA,0,0
"12505","NEFSC","1730",1982,"SPRING",39.2,-74.016667,27,NA,NA,NA,NA,0,0
"12506","NEFSC","3200",1982,"SPRING",39.316667,-74.15,27,NA,NA,NA,NA,0,0
"12507","NEFSC","3190",1982,"SPRING",39.333333,-74.283333,18,NA,NA,NA,NA,0,0
"12508","NEFSC","3180",1982,"SPRING",39.366667,-74.316667,15,NA,NA,NA,NA,0,0
"12509","NEFSC","3190",1982,"SPRING",39.55,-74.166667,19,NA,NA,NA,NA,0,0
"12510","NEFSC","3200",1982,"SPRING",39.516667,-73.933333,25,NA,NA,NA,NA,0,0
"12511","NEFSC","3160",1982,"SPRING",39.666667,-74.05,17,NA,NA,NA,NA,0,0
"12512","NEFSC","3150",1982,"SPRING",39.766667,-74.066667,14,NA,NA,NA,NA,0,0
"12513","NEFSC","3170",1982,"SPRING",39.9,-73.933333,25,NA,NA,NA,NA,0,0
"12514","NEFSC","1010",1982,"SPRING",39.95,-73.75,32,NA,NA,NA,NA,0,0
"12515","NEFSC","1010",1982,"SPRING",40.066667,-73.45,52,NA,NA,NA,NA,0,0
"12516","NEFSC","1020",1982,"SPRING",40.1,-73.566667,59,NA,NA,NA,NA,0,0
"12517","NEFSC","3170",1982,"SPRING",40.15,-73.866667,23,NA,NA,NA,NA,0,0
"12518","NEFSC","3130",1982,"SPRING",40.2,-73.933333,20,NA,NA,NA,NA,0,0
"12519","NEFSC","3120",1982,"SPRING",40.25,-73.983333,14,NA,NA,NA,NA,0,0
"12520","NEFSC","3140",1982,"SPRING",40.25,-73.883333,23,NA,NA,NA,NA,0,0
"12521","NEFSC","3140",1982,"SPRING",40.383333,-73.866667,26,NA,NA,NA,NA,0,0
"12522","NEFSC","3130",1982,"SPRING",40.533333,-73.816667,15,NA,NA,NA,NA,0,0
"12523","NEFSC","3100",1982,"SPRING",40.516667,-73.65,19,NA,NA,NA,NA,0,0
"12524","NEFSC","3110",1982,"SPRING",40.5,-73.45,23,NA,NA,NA,NA,0,0
"12525","NEFSC","3100",1982,"SPRING",40.6,-73.283333,20,NA,NA,NA,NA,0,0
"12526","NEFSC","3090",1982,"SPRING",40.6,-73.25,15,NA,NA,NA,NA,0,0
"12527","NEFSC","3110",1982,"SPRING",40.533333,-73.25,22,NA,NA,NA,NA,0,0
"12528","NEFSC","3080",1982,"SPRING",40.583333,-73.166667,23,NA,NA,NA,NA,0,0
"12529","NEFSC","3070",1982,"SPRING",40.633333,-73.083333,22,NA,NA,NA,NA,0,0
"12530","NEFSC","1010",1982,"SPRING",40.4,-73.05,40,NA,NA,NA,NA,0,0
"12531","NEFSC","1010",1982,"SPRING",40.15,-72.983333,50,NA,NA,NA,NA,0,0
"12532","NEFSC","3450",1982,"SPRING",41.333333,-71.45,25,NA,NA,NA,NA,0,0
"12533","NEFSC","3450",1982,"SPRING",41.333333,-71.183333,33,NA,NA,NA,NA,0,0
"12534","NEFSC","1050",1982,"SPRING",41.166667,-71.166667,41,NA,NA,NA,NA,0,0
"12535","NEFSC","1050",1982,"SPRING",40.983333,-71.216667,53,NA,NA,NA,NA,0,0
"12536","NEFSC","1060",1982,"SPRING",40.733333,-71.766667,59,NA,NA,NA,NA,0,0
"12537","NEFSC","1060",1982,"SPRING",40.483333,-71.566667,78,4,NA,9.9,NA,0,0
"12538","NEFSC","1060",1982,"SPRING",40.433333,-71.733333,77,NA,NA,NA,NA,0,0
"12539","NEFSC","3020",1982,"SPRING",41.1,-71.65,33,4,NA,5.9,NA,0,0
"12540","NEFSC","1050",1982,"SPRING",40.966667,-71.683333,45,4.1,NA,7.9,NA,0,0
"12541","NEFSC","3020",1982,"SPRING",41,-71.883333,22,4.2,NA,3.8,NA,0,0
"12542","NEFSC","3050",1982,"SPRING",40.933333,-72,27,4,NA,3.8,NA,0,0
"12543","NEFSC","3050",1982,"SPRING",40.85,-72.283333,28,3.9,NA,3.7,NA,0,0
"12544","NEFSC","1050",1982,"SPRING",40.75,-72.066667,45,4.4,NA,4.2,NA,0,0
"12545","NEFSC","1050",1982,"SPRING",40.666667,-72.2,48,4.9,NA,5,NA,0,0
"12546","NEFSC","1010",1982,"SPRING",40.333333,-72.75,51,4.4,NA,4.6,NA,0,0
"12547","NEFSC","3080",1982,"SPRING",40.7,-72.75,25,3.7,NA,4.2,NA,0,0
"12548","NEFSC","3070",1982,"SPRING",40.75,-72.716667,15,3.7,NA,3.6,NA,0,0
"12549","NEFSC","3070",1982,"SPRING",40.766667,-72.633333,17,3.8,NA,3.7,NA,0,0
"12550","NEFSC","3040",1982,"SPRING",40.883333,-72.283333,18,4,NA,4,NA,0,0
"12551","NEFSC","3040",1982,"SPRING",40.916667,-72.233333,17,4,NA,3.9,NA,0,0
"12552","NEFSC","3040",1982,"SPRING",40.966667,-72.083333,17,4,NA,3.8,NA,0,0
"12553","NEFSC","3010",1982,"SPRING",41.016667,-71.933333,19,4.1,NA,4.3,NA,0,0
"12554","NEFSC","3460",1982,"SPRING",41.05,-70.183333,27,3.6,NA,3.3,NA,0,0
"12555","NEFSC","3460",1982,"SPRING",40.9,-70.05,29,3.8,NA,3.6,NA,0,0
"12556","NEFSC","1090",1982,"SPRING",40.8,-70.233333,45,3.3,NA,3.1,NA,0,0
"12557","NEFSC","1090",1982,"SPRING",40.666667,-70.35,53,3.6,NA,3.2,NA,0,0
"12558","NEFSC","1090",1982,"SPRING",40.7,-70.166667,45,3.4,NA,3,NA,0,0
"12559","NEFSC","1090",1982,"SPRING",40.85,-69.816667,36,3.5,NA,3.4,NA,0,0
"12560","NEFSC","3550",1982,"SPRING",40.966667,-69.8,47,3.4,NA,3.3,NA,0,0
"12561","NEFSC","3550",1982,"SPRING",40.983333,-69.433333,44,3.6,NA,3.6,NA,0,0
"12562","NEFSC","3550",1982,"SPRING",40.9,-69.4,42,3.7,NA,3.7,NA,0,0
"12563","NEFSC","1090",1982,"SPRING",40.683333,-69.466667,48,4.3,NA,4.3,NA,0,0
"12564","NEFSC","1100",1982,"SPRING",40.533333,-69.75,68,4.2,NA,4.1,NA,0,0
"12565","NEFSC","1100",1982,"SPRING",40.383333,-69.85,79,4.8,NA,5.5,NA,0,0
"12566","NEFSC","1100",1982,"SPRING",40.4,-70.45,85,4.9,NA,8.4,NA,0,0
"12567","NEFSC","1080",1982,"SPRING",40.033333,-70.533333,220,5.5,NA,8.3,NA,0,0
"12568","NEFSC","1120",1982,"SPRING",40,-70.383333,247,5.7,NA,7.6,NA,0,0
"12569","NEFSC","1110",1982,"SPRING",40.133333,-70.083333,121,6.1,NA,11.3,NA,0,0
"12570","NEFSC","1110",1982,"SPRING",39.966667,-69.716667,136,5.8,NA,10.3,NA,0,0
"12571","NEFSC","1110",1982,"SPRING",40,-69.266667,156,6.3,NA,10,NA,0,0
"12572","NEFSC","1100",1982,"SPRING",40.216667,-69.183333,102,5.5,NA,10.2,NA,0,0
"12573","NEFSC","1120",1982,"SPRING",40.116667,-69.016667,212,6.6,NA,10.3,NA,0,0
"12574","NEFSC","1120",1982,"SPRING",40.066667,-68.916667,211,6.1,NA,9.8,NA,0,0
"12575","NEFSC","1150",1982,"SPRING",40.1,-68.8,317,6.3,NA,8.8,NA,0,0
"12576","NEFSC","1140",1982,"SPRING",40.233333,-68.6,140,7.2,NA,10.5,NA,0,0
"12577","NEFSC","1100",1982,"SPRING",40.266667,-68.95,104,5.9,NA,10.2,NA,0,0
"12578","NEFSC","1100",1982,"SPRING",40.4,-69.1,84,5.6,NA,5.7,NA,0,0
"12579","NEFSC","1100",1982,"SPRING",40.5,-69.083333,79,5.6,NA,4.8,NA,0,0
"12580","NEFSC","1100",1982,"SPRING",40.75,-68.933333,72,5,NA,4.5,NA,0,0
"12581","NEFSC","1130",1982,"SPRING",40.6,-68.833333,68,5.2,NA,4.5,NA,0,0
"12582","NEFSC","1130",1982,"SPRING",40.483333,-68.6,88,5.5,NA,5.4,NA,0,0
"12583","NEFSC","1150",1982,"SPRING",40.316667,-68.05,189,5.8,NA,9.2,NA,0,0
"12584","NEFSC","1130",1982,"SPRING",40.516667,-67.883333,101,5.4,NA,8.8,NA,0,0
"12585","NEFSC","1140",1982,"SPRING",40.433333,-67.866667,143,6,NA,10.7,NA,0,0
"12586","NEFSC","1140",1982,"SPRING",40.4,-67.816667,151,6.4,NA,10,NA,0,0
